number,x,y,opinion,Q_pos,Q_neg,Q
68,0.14471696478347862,0.4029133035572231,Positive,0.014985112050670046,0.32758902822424957,0.32758902822424957
69,0.9632094460881797,0.8217844976050119,Positive,0.6202140971393233,0.08242771068067734,0.6202140971393233
70,0.5588929843427798,0.3864630586878055,Positive,0.6780831972340927,-0.0699473563787061,0.6780831972340927
71,0.6531369546111658,0.9392073959895962,Positive,0.2592859459295302,0.1121622262789602,0.2592859459295302
72,0.04021111429290358,0.10760796531608141,Negative,0.06777738612927944,0.6190788824350029,0.6190788824350029
73,0.2743338058033954,0.3977295129112931,Positive,0.28104993476869283,-0.37644714028196796,0.28104993476869283
74,0.476684689168156,0.7917933723223884,Positive,-0.4280432448736674,0.12983877483192416,0.12983877483192416
75,0.09236598021583964,0.09751728339216714,Negative,-0.021104730828220133,0.661386494777189,0.661386494777189
76,0.48806743228392946,0.1827575137994576,Positive,0.7256348851064748,-0.3802802312737938,0.7256348851064748
77,0.7660496946322289,0.35196093507341275,Positive,-0.024342857527964737,-0.09402660843182055,-0.024342857527964737
78,0.4513039628894544,0.6599952248069237,Positive,0.20081589912822784,0.13018533370243113,0.20081589912822784
79,0.7515859147838402,0.2263932159847043,Positive,0.4813131956061489,0.06819285369974667,0.4813131956061489
80,0.5129938534373992,0.3279135498546417,Negative,0.7433601712175139,-0.18508391096261584,0.7433601712175139
81,0.045324852071530364,0.16391345574590555,Negative,-0.13996486578246936,0.6705461684704177,0.6705461684704177
82,0.0692027572184557,0.5848624827051708,Negative,-0.25333557163222686,0.3854062777331942,0.3854062777331942
83,0.17733696079016348,0.5745848825019575,Negative,-0.49064895716267737,0.3762650282928185,0.3762650282928185
84,0.2647336618753038,0.9740845337097482,Positive,0.25578163274614363,0.5798239910417474,0.5798239910417474
85,0.7336842846752029,0.749491122684401,Positive,0.553755333663434,0.04779501774779224,0.553755333663434
86,0.6419726047290321,0.36694510498607347,Positive,0.36658915914621015,-0.05708758365412983,0.36658915914621015
87,0.5957406257813511,0.5897411547668566,Positive,0.45658492485657814,-0.33819480484718273,0.45658492485657814
88,0.15493786981586022,0.2958203031243488,Positive,0.2123725544793495,-0.08573254681037502,0.2123725544793495
89,0.24004293878353633,0.1477716191154287,Positive,0.7422527374064798,0.17458732452774334,0.7422527374064798
90,0.4650186060589776,0.9827323449913444,Negative,0.09014639939932617,0.4422786196774973,0.4422786196774973
91,0.4346050881074358,0.8625702880117135,Negative,-0.28457398591024063,-0.15287081823191395,-0.15287081823191395
92,0.8025917809879994,0.8496265199975046,Positive,0.3423002729864246,0.029315694407807263,0.3423002729864246
93,0.1663892542217037,0.7358871948250685,Negative,-0.1798269969988363,0.28069779481427287,0.28069779481427287
94,0.9591109070632863,0.7450006385356911,Positive,0.7711335782580391,0.1594295902797202,0.7711335782580391
95,0.6598092536059231,0.5368438527013873,Positive,0.7063861093877563,0.09275085418645851,0.7063861093877563
96,0.32174762413787883,0.39098149052684317,Positive,0.5301020337226414,0.03268670899616398,0.5301020337226414
97,0.016693172713317717,0.8495949462466781,Positive,0.7255687045421618,-0.322259993141449,0.7255687045421618
98,0.2656077226302167,0.6623551861247938,Negative,0.06438427830159478,0.5313513449867765,0.5313513449867765
99,0.8003569465526422,0.03522446448199812,Negative,-0.15927330300866693,0.2758182049042464,0.2758182049042464

