number,x,y,opinion,Q_pos,Q_neg,Q
0,0.8756004928657953,0.7502802715126848,Positive,0.8764940311546717,-0.11078993778639047,0.8764940311546717
1,0.5466205407312354,0.08774741747068249,Positive,0.49413574717055475,-0.5643306792807684,0.49413574717055475
2,0.13146957125383885,0.4180270883389565,Positive,0.18452601985135764,-0.03715558361525653,0.18452601985135764
3,0.4264951574809027,0.04366706664031628,Negative,0.8387524284569902,-0.09825250686882556,0.8387524284569902
4,0.2597307143347314,0.9523345038540657,Positive,-0.21745878611409936,0.5858202473478837,0.5858202473478837
5,0.041310208844623775,0.6740452920408152,Negative,-0.33199246071662347,0.8956810875058983,0.8956810875058983
6,0.27545575239950815,0.1947014109892249,Positive,0.6355478909660229,-0.10366890901002446,0.6355478909660229
7,0.4738712955937562,0.06386286298383637,Positive,0.9572732035588694,-0.10032331616463133,0.9572732035588694
8,0.25497365776022585,0.30409943707581133,Negative,0.806079977478455,-0.4214399828089606,0.806079977478455
9,0.09521685427038729,0.48044879486570624,Negative,-0.21556826524784795,-0.07732255288347224,-0.07732255288347224
10,0.570406268170738,0.6704725633794457,Positive,0.4330352833111892,-0.2312313210690976,0.4330352833111892
11,0.7958214357802016,0.9552623185949718,Negative,0.6588379877371833,-0.028572051127253636,0.6588379877371833
12,0.5730662376348445,0.909471249871826,Negative,-0.26426116483585627,0.3198186223186386,0.3198186223186386
13,0.4723349895189731,0.7331852317259554,Positive,-0.04262182441758973,-0.18704014498582244,-0.04262182441758973
14,0.3727264821445422,0.24077081850012905,Positive,0.8484329627984005,-0.24437482070061278,0.8484329627984005
15,0.8759621662344264,0.12615738216325822,Positive,0.2155111717139781,-0.17578303811338342,0.2155111717139781
16,0.5334853655898251,0.22875420060762708,Positive,0.8756252060298879,-0.22133373354961966,0.8756252060298879
17,0.2127035473006068,0.04015656069344309,Positive,0.697045525615381,-0.12082107606166538,0.697045525615381
18,0.19529514129431758,0.6367630747576124,Negative,-0.08043409397011614,0.5873202332253338,0.5873202332253338
19,0.5603795563063126,0.2574426895076706,Positive,0.8795648600709126,-0.4185079178774135,0.8795648600709126
20,0.41053812734613937,0.20358635504564082,Positive,0.766303706771929,-0.09555299305446027,0.766303706771929
21,0.6699169685479972,0.7251422962901013,Negative,0.720064651846041,-0.06625969106209927,0.720064651846041
22,0.7330495516050921,0.6879132703985491,Positive,0.8862258911678667,-0.21539157497478884,0.8862258911678667
23,0.3099390695332006,0.48610445290802995,Negative,-0.2394077884955017,0.2573061674666969,0.2573061674666969
24,0.43423542521906777,0.8096345859256558,Negative,0.03481880188193642,0.23727276918436452,0.23727276918436452
25,0.32618000077314646,0.046184381802605534,Negative,0.7564519721829887,-0.4209137939174454,0.7564519721829887
26,0.2594467756060941,0.03418263401160648,Positive,0.9242193115461553,-0.5734381051726786,0.9242193115461553
27,0.6781404906586662,0.7231920724040304,Positive,0.9381349599105309,-0.11954824845961863,0.9381349599105309
28,0.19575448071814094,0.6653100981043514,Negative,0.05286186395557217,0.8280891402635665,0.8280891402635665
29,0.3105164389165397,0.9672254446155102,Negative,-0.14229088235060433,0.7625756055760404,0.7625756055760404
30,0.5042022172763518,0.0801134000908893,Positive,0.7951646493848857,-0.5418358837106851,0.7951646493848857
31,0.2198863634874575,0.8608594403482553,Negative,-0.0700995623306982,0.7839928466579752,0.7839928466579752
32,0.6875477914810263,0.977794719423007,Positive,0.5537840419165437,-0.15318956988871085,0.5537840419165437
33,0.2809603055588562,0.1847990927657941,Positive,0.7126879004591768,-0.5096436473884953,0.7126879004591768
34,0.7619773526297811,0.7440092616931177,Positive,0.63607983625353,-0.28772394327710255,0.63607983625353
35,0.8541037529500489,0.6085972762534755,Positive,0.7720726905424639,-0.44437486832745576,0.7720726905424639
36,0.3531824908674409,0.812800789365185,Negative,0.11563398280625002,0.7476020143723752,0.7476020143723752
37,0.8554778358510118,0.1804483963039294,Positive,0.06863891217117749,0.10244263058960788,0.10244263058960788
38,0.07303782218387234,0.15992566634403982,Negative,-0.5372546895898771,0.5035514539207426,0.5035514539207426
39,0.7492386807163128,0.3933523326213879,Positive,0.6006360217673178,-0.1478608644272663,0.6006360217673178
40,0.019488504304632004,0.7302856133855569,Negative,0.003076746383546658,0.405414897153033,0.405414897153033
41,0.48470964533354655,0.8147413496656276,Negative,-0.1668706716196089,0.07514468449716431,0.07514468449716431
42,0.48527319898263066,0.8115488459011111,Negative,-0.42458879047159737,0.11866215826681069,0.11866215826681069
43,0.780351198047716,0.5871249939965211,Positive,0.7154794944641365,-0.34629850619443947,0.7154794944641365
44,0.6027009232107585,0.04914701281326439,Positive,0.5685322804673364,-0.06437742570944,0.5685322804673364
45,0.6455350296980795,0.5527467925035469,Negative,0.8615009238247117,-0.39616546229511834,0.8615009238247117
46,0.16080917238662962,7.94160732202287E-4,Positive,0.1871907470167551,0.19239018676496733,0.19239018676496733
47,0.43240264537073136,0.052223949013542326,Negative,0.8815037643191971,-0.22695145873559996,0.8815037643191971
48,0.7115981936032674,0.8630116548490873,Positive,0.5182538312127964,-0.12073077777841247,0.5182538312127964
49,0.8880813249502388,0.11031763585173626,Negative,-0.014889841900001366,0.6379120637755921,0.6379120637755921
50,0.8239244112699994,0.5510571728276483,Positive,0.6975281843935526,-0.09876942427332362,0.6975281843935526
51,0.8932677744748667,0.45107962661950907,Negative,0.6805002206346377,-0.15966557454868413,0.6805002206346377
52,0.8112105741776814,0.6000732877615584,Positive,0.6497940714290463,-0.207257739163551,0.6497940714290463
53,0.5706646985654434,0.6272123876484064,Positive,0.8471394973562804,-0.16728178682595157,0.8471394973562804
54,0.2850041483923852,0.7026263887910718,Negative,-0.19433763127414388,0.8520185533569135,0.8520185533569135
55,0.6539620871366297,0.9856924853520072,Positive,0.39854829730442703,-0.12007175655494604,0.39854829730442703
56,0.6311003972786546,0.7683327821110784,Positive,-0.21816542704828495,-0.20802578290033846,-0.20802578290033846
57,0.1732786281455828,0.4194549868798242,Positive,0.016575076120639284,-0.27471759272706114,0.016575076120639284
58,0.2745124401096939,0.5404723441765862,Negative,-0.09557099275976533,0.16822443538173337,0.16822443538173337
59,0.5322318739089698,0.2950874813802876,Positive,0.791935028730263,0.11094607971949753,0.791935028730263
60,0.2015610213933251,0.5104911478172927,Negative,0.20326153185187618,0.36169975493190193,0.36169975493190193
61,0.8232322742234495,0.7771058266846362,Positive,0.6456452886570923,-0.5757757866296052,0.6456452886570923
62,0.060367353293995674,0.37818393141857465,Positive,0.5605114044083653,0.03651818579864356,0.5605114044083653
63,0.68696302000089,0.5638192989448312,Positive,0.6693673946516776,-0.46278502791506787,0.6693673946516776
64,0.8203283033264929,0.36409680230899066,Positive,0.6132413709875604,-0.04526768873459749,0.6132413709875604
65,0.64060488977498,0.39948702925058655,Positive,0.8797842110989379,-0.06571455063430318,0.8797842110989379
66,0.5745610100715038,0.3905656242929503,Positive,0.8386229469474908,-0.4221284737231797,0.8386229469474908
67,0.5005618334103586,0.20143448043492895,Positive,0.9086179431558287,-0.16225711177702778,0.9086179431558287
68,0.14471696478347862,0.4029133035572231,Negative,0.34116590534566493,-0.053565130325732055,0.34116590534566493
69,0.9632094460881797,0.8217844976050119,Positive,0.9318019985528269,0.01829645844484573,0.9318019985528269
70,0.5588929843427798,0.3864630586878055,Positive,0.8220556653248423,-0.13058834381964374,0.8220556653248423
71,0.6531369546111658,0.9392073959895962,Negative,0.6861246638213575,0.053552156243266674,0.6861246638213575
72,0.04021111429290358,0.10760796531608141,Negative,0.17729355547207304,0.7279308371559724,0.7279308371559724
73,0.2743338058033954,0.3977295129112931,Negative,0.27085962002946146,-0.18013136689925224,0.27085962002946146
74,0.476684689168156,0.7917933723223884,Negative,-0.28573014080888837,0.12640967457760238,0.12640967457760238
75,0.09236598021583964,0.09751728339216714,Negative,0.020223858244884346,0.30868831940686436,0.30868831940686436
76,0.48806743228392946,0.1827575137994576,Positive,0.7903599376512824,-0.46866776328836884,0.7903599376512824
77,0.7660496946322289,0.35196093507341275,Positive,0.5933081846098534,-0.23044955276692364,0.5933081846098534
78,0.4513039628894544,0.6599952248069237,Positive,-0.028690321460686622,-0.01863133072611927,-0.01863133072611927
79,0.7515859147838402,0.2263932159847043,Positive,0.7722071634735576,-0.08456026112431367,0.7722071634735576
80,0.5129938534373992,0.3279135498546417,Positive,0.7528074401587695,-0.20631131816157278,0.7528074401587695
81,0.045324852071530364,0.16391345574590555,Negative,0.01791691743777918,0.41832180931822105,0.41832180931822105
82,0.0692027572184557,0.5848624827051708,Negative,-0.4125413907984446,0.8174076079634521,0.8174076079634521
83,0.17733696079016348,0.5745848825019575,Negative,-0.4944580177333295,0.36452866322161354,0.36452866322161354
84,0.2647336618753038,0.9740845337097482,Negative,-0.08543818259867032,0.8433436745600038,0.8433436745600038
85,0.7336842846752029,0.749491122684401,Positive,0.7584639959852201,-0.01139674665848664,0.7584639959852201
86,0.6419726047290321,0.36694510498607347,Positive,0.8182001729665079,-0.0013204670354595577,0.8182001729665079
87,0.5957406257813511,0.5897411547668566,Positive,0.7247369150248352,-0.48743572293987564,0.7247369150248352
88,0.15493786981586022,0.2958203031243488,Positive,0.4832569081793425,-0.2161299423215453,0.4832569081793425
89,0.24004293878353633,0.1477716191154287,Positive,0.5366633774437106,-0.0023637700133037134,0.5366633774437106
90,0.4650186060589776,0.9827323449913444,Negative,0.07318105572574742,0.819175134360973,0.819175134360973
91,0.4346050881074358,0.8625702880117135,Negative,-0.3280132380154282,0.6687125089538823,0.6687125089538823
92,0.8025917809879994,0.8496265199975046,Positive,0.7695381860400724,-0.11749045650710625,0.7695381860400724
93,0.1663892542217037,0.7358871948250685,Negative,-0.2462264629742834,0.8333544488781688,0.8333544488781688
94,0.9591109070632863,0.7450006385356911,Positive,0.896568339132571,-0.11267814198005442,0.896568339132571
95,0.6598092536059231,0.5368438527013873,Positive,0.8310870224584461,-0.013792354096721207,0.8310870224584461
96,0.32174762413787883,0.39098149052684317,Positive,0.4356101760627844,0.08039976712558608,0.4356101760627844
97,0.016693172713317717,0.8495949462466781,Negative,0.5196216311896766,-0.05343322325614726,0.5196216311896766
98,0.2656077226302167,0.6623551861247938,Negative,-0.07639973527553108,0.5784465534768164,0.5784465534768164
99,0.8003569465526422,0.03522446448199812,Negative,-0.14124415596532192,0.6930007897408749,0.6930007897408749

