number,x,y,opinion,Q_pos,Q_neg,Q
60,0.2015610213933251,0.5104911478172927,Positive,0.19683983249705866,0.04706740159653888,0.19683983249705866
61,0.8232322742234495,0.7771058266846362,Positive,0.7644864700868164,-0.497785631284954,0.7644864700868164
62,0.060367353293995674,0.37818393141857465,Negative,-0.06806508681129873,0.0339735050621726,0.0339735050621726
63,0.68696302000089,0.5638192989448312,Positive,0.2791783918257005,-0.305727311116485,0.2791783918257005
64,0.8203283033264929,0.36409680230899066,Negative,-0.1369334976589992,0.20487783295908518,0.20487783295908518
65,0.64060488977498,0.39948702925058655,Negative,0.4623975597092555,0.09846248890982329,0.4623975597092555
66,0.5745610100715038,0.3905656242929503,Positive,0.3089120656007538,-0.21234214008429814,0.3089120656007538
67,0.5005618334103586,0.20143448043492895,Positive,0.5020882205022004,0.056427735350300046,0.5020882205022004
68,0.14471696478347862,0.4029133035572231,Negative,-0.21721501673562282,0.3475973199040766,0.3475973199040766
69,0.9632094460881797,0.8217844976050119,Positive,0.42340116223482976,-0.008832771490380864,0.42340116223482976
70,0.5588929843427798,0.3864630586878055,Positive,0.3534127038601114,-0.08027407908997908,0.3534127038601114
71,0.6531369546111658,0.9392073959895962,Negative,0.09059745818958442,0.4656162480028401,0.4656162480028401
72,0.04021111429290358,0.10760796531608141,Negative,0.06777738612927944,0.6987399431633549,0.6987399431633549
73,0.2743338058033954,0.3977295129112931,Positive,0.429973305943581,-0.272718635698461,0.429973305943581
74,0.476684689168156,0.7917933723223884,Negative,-0.3774636569845293,0.12089402907157097,0.12089402907157097
75,0.09236598021583964,0.09751728339216714,Negative,-0.02615482640245999,0.40197476985733355,0.40197476985733355
76,0.48806743228392946,0.1827575137994576,Negative,0.3613928027173365,-0.27718936436657693,0.3613928027173365
77,0.7660496946322289,0.35196093507341275,Positive,0.23008004388994963,-0.01179063659388633,0.23008004388994963
78,0.4513039628894544,0.6599952248069237,Positive,0.38455416698048595,-0.014509014489072908,0.38455416698048595
79,0.7515859147838402,0.2263932159847043,Positive,0.4839421236073684,0.06819285369974667,0.4839421236073684
80,0.5129938534373992,0.3279135498546417,Positive,0.5049574247654559,-0.3089611797561802,0.5049574247654559
81,0.045324852071530364,0.16391345574590555,Negative,-0.0946998587183888,0.15478498744216965,0.15478498744216965
82,0.0692027572184557,0.5848624827051708,Negative,-0.19409528365463963,0.19262553597845933,0.19262553597845933
83,0.17733696079016348,0.5745848825019575,Negative,-0.43562211319964256,0.28230353990720086,0.28230353990720086
84,0.2647336618753038,0.9740845337097482,Negative,0.21661224499594067,0.47071993151912495,0.47071993151912495
85,0.7336842846752029,0.749491122684401,Positive,0.4123434408139441,0.13805710385284886,0.4123434408139441
86,0.6419726047290321,0.36694510498607347,Positive,-0.06687793323890023,0.3354270386107873,0.3354270386107873
87,0.5957406257813511,0.5897411547668566,Positive,0.1630257764995946,-0.4086261103654555,0.1630257764995946
88,0.15493786981586022,0.2958203031243488,Positive,0.13733170152548696,-0.14287636506355267,0.13733170152548696
89,0.24004293878353633,0.1477716191154287,Positive,0.45017755886195804,0.30148180003074054,0.45017755886195804
90,0.4650186060589776,0.9827323449913444,Negative,-0.061208456743751374,0.2671407495161878,0.2671407495161878
91,0.4346050881074358,0.8625702880117135,Positive,-0.12436482288986306,-0.277419189176636,-0.12436482288986306
92,0.8025917809879994,0.8496265199975046,Negative,0.09289261898420012,0.15292632120110472,0.15292632120110472
93,0.1663892542217037,0.7358871948250685,Negative,-0.14865373611177876,-0.01529185829804823,-0.01529185829804823
94,0.9591109070632863,0.7450006385356911,Negative,0.5438204991773533,0.23566652897474288,0.5438204991773533
95,0.6598092536059231,0.5368438527013873,Positive,0.3366555716926776,0.10000094646699004,0.3366555716926776
96,0.32174762413787883,0.39098149052684317,Positive,0.5136664582703447,0.03268670899616398,0.5136664582703447
97,0.016693172713317717,0.8495949462466781,Positive,0.6250700958164449,-0.2865894664646832,0.6250700958164449
98,0.2656077226302167,0.6623551861247938,Negative,0.12040450347536294,0.3478159325718166,0.3478159325718166
99,0.8003569465526422,0.03522446448199812,Positive,-0.22028768737754417,0.2921673231858199,0.2921673231858199

