number,x,y,opinion,Q_pos,Q_neg,Q
70,0.5588929843427798,0.3864630586878055,Negative,0.8034126284708951,-0.14746630894143348,0.8034126284708951
71,0.6531369546111658,0.9392073959895962,Positive,0.4300495446581128,0.06210765234710991,0.4300495446581128
72,0.04021111429290358,0.10760796531608141,Negative,0.14569885461096144,0.6624531555433538,0.6624531555433538
73,0.2743338058033954,0.3977295129112931,Positive,0.21534081392274523,-0.3076247832678696,0.21534081392274523
74,0.476684689168156,0.7917933723223884,Negative,-0.38880902849848475,-0.16740776856211775,-0.16740776856211775
75,0.09236598021583964,0.09751728339216714,Positive,0.019638624094054674,0.10612762087661391,0.10612762087661391
76,0.48806743228392946,0.1827575137994576,Positive,0.6506123614340036,-0.3802802312737938,0.6506123614340036
77,0.7660496946322289,0.35196093507341275,Positive,0.1000278896503953,-0.12824106340423216,0.1000278896503953
78,0.4513039628894544,0.6599952248069237,Positive,0.11134729682606902,0.07367606701730957,0.11134729682606902
79,0.7515859147838402,0.2263932159847043,Positive,0.8384747474018432,-0.04307947062173921,0.8384747474018432
80,0.5129938534373992,0.3279135498546417,Positive,0.7609003754530519,-0.22582971541448504,0.7609003754530519
81,0.045324852071530364,0.16391345574590555,Negative,0.022622623199755335,0.5550664393081006,0.5550664393081006
82,0.0692027572184557,0.5848624827051708,Negative,-0.2695785857281805,0.6837470441032403,0.6837470441032403
83,0.17733696079016348,0.5745848825019575,Negative,-0.5156238725567337,0.48900467498691036,0.48900467498691036
84,0.2647336618753038,0.9740845337097482,Positive,0.12284198850693864,0.8414450693206958,0.8414450693206958
85,0.7336842846752029,0.749491122684401,Positive,0.7501573425457306,0.09540526686040263,0.7501573425457306
86,0.6419726047290321,0.36694510498607347,Positive,0.7371148812338805,-0.054021544247852174,0.7371148812338805
87,0.5957406257813511,0.5897411547668566,Positive,0.700476048006808,-0.3707055322655606,0.700476048006808
88,0.15493786981586022,0.2958203031243488,Positive,0.5901974117793587,-0.08573254681037502,0.5901974117793587
89,0.24004293878353633,0.1477716191154287,Positive,0.35866870447916394,0.11585795830135616,0.35866870447916394
90,0.4650186060589776,0.9827323449913444,Negative,0.08385712545789187,0.7531814904740702,0.7531814904740702
91,0.4346050881074358,0.8625702880117135,Negative,-0.32034528661472855,0.4865191178219707,0.4865191178219707
92,0.8025917809879994,0.8496265199975046,Positive,0.7100026051030213,-0.022150090312583103,0.7100026051030213
93,0.1663892542217037,0.7358871948250685,Negative,-0.12083564714889448,0.4451373149949346,0.4451373149949346
94,0.9591109070632863,0.7450006385356911,Negative,0.8901857179551006,-0.01681788585047582,0.8901857179551006
95,0.6598092536059231,0.5368438527013873,Positive,0.7805688518727749,0.03811331147713558,0.7805688518727749
96,0.32174762413787883,0.39098149052684317,Positive,0.4355341829680565,0.031999754869037986,0.4355341829680565
97,0.016693172713317717,0.8495949462466781,Negative,0.8909919600111089,-0.10887707711173396,0.8909919600111089
98,0.2656077226302167,0.6623551861247938,Positive,-0.08742352939117018,0.6929326763591295,0.6929326763591295
99,0.8003569465526422,0.03522446448199812,Negative,-0.15927330300866693,0.27732712950933824,0.27732712950933824

